,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
525,115,11/5/2021 0:00,Thesundaily,MCO 3.0 not expected to have significant impact on economic growth,0,"['significant', 0.2023, 'growth', 0.3818]",[],2021,May,11,0.527,1,1,1
526,116,20/4/2021 0:00,Bharian,"The issue of low wages for graduates needs an assessment, a holistic solution",0,[],[],2021,April,20,0.052,1,0,-1
527,117,19/4/2021 0:00,Dailyexpress,"Most countries face financial problems, fiscal deficits: Mustapa",0,[],"['problems', -0.4019]",2021,April,19,-0.402,0,0,-0.999553124
528,118,18/4/2021 0:00,Theedgemalaysia,"Most countries face financial problems, fiscal deficits, says Mustapa",0,[],"['problems', -0.4019]",2021,April,18,-0.402,0,0,-0.999581687
529,119,18/4/2021 0:00,New Strait Times,"Most countries face financial problems, fiscal deficits - Mustapa",0,[],"['problems', -0.4019]",2021,April,18,-0.402,0,0,-0.999553124
530,120,29/3/2021 0:00,New Strait Times,"Addressing joblessness, suicide",0,[],"['suicide', -0.6705]",2021,March,29,-0.67,0,0,-0.81108832
531,121,24/3/2021 0:00,Focus Malaysia,The mismatch between wages and cost of living in Malaysia,0,[],[],2021,March,24,0,2,1,0.969042371
532,122,22/3/2021 0:00,Theedgemalaysia,The Week Ahead: Attention centred on February inflation rate,0,[],[],2021,March,22,0,2,1,0.999999807
533,123,11/3/2021 0:00,Theedgemalaysia,Cover Story: More jobs at stake as borders remain closed,0,[],[],2021,March,11,0,2,0,-0.99999978
534,124,7/3/2021 0:00,Harakahdaily,Combating fake news a major challenge for ministry,0,"['challenge', 0.0772]","['fake', -0.4767]",2021,March,7,-0.421,0,0,-0.999999068
535,125,6/3/2021 0:00,Dialog Rakyat,A difficult year for the finance ministry,0,[],[],2021,March,6,-0.361,0,1,0.999995454
536,126,6/3/2021 0:00,Gemilang Daily,"The country's finances are getting worse, a difficult year for the Minister of Finance",0,[],[],2021,March,6,-0.681,0,0,-0.999975166
537,127,6/3/2021 0:00,Kuala Lumpur Post,Covid-19: A difficult year for the finance ministry,0,[],[],2021,March,6,-0.361,0,0,-0.976754978
538,128,6/3/2021 0:00,Malaysia Kini Bm,A difficult year for the finance ministry,0,[],[],2021,March,6,-0.361,0,1,0.999995454
539,129,28/2/2021 0:00,Focus Malaysia,Digitalising SMEs inevitable but cybersecurity boost needed too,0,"['boost', 0.4019]",[],2021,February,28,0.55,1,1,0.999999752
540,130,28/2/2021 0:00,Dailyexpress,"Unregistered SMEs left out of govt aid, says trade group",0,[],[],2021,February,28,0,2,0,-0.99999949
541,131,28/2/2021 0:00,Malaysians Must Know The Truth,"Micro SMEs from informal sector left out of govt aid, says group",0,[],[],2021,February,28,0,2,1,0.999880608
542,132,28/2/2021 0:00,Selangor Journal,Industries Unite: Unregistered SMEs being left out of govt aid,0,[],[],2021,February,28,0,2,1,0.999982865
543,133,28/2/2021 0:00,Freemalaysiatoday,"Micro SMEs from informal sector left out of govt aid, says group",0,[],[],2021,February,28,0,2,1,0.999880608
544,134,28/2/2021 0:00,The Malay Mail Online,Industries Unite: Unregistered SMEs being left out of govt aid,0,[],[],2021,February,28,0,2,1,0.999982865
545,135,28/2/2021 0:00,Thesundaily,Industries Unite: Unregistered SMEs being left out of government aid,0,[],[],2021,February,28,0,2,1,0.999915647
546,136,28/2/2021 0:00,Freemalaysiatoday,"Unregistered SMEs drop out of government aid, says the association",0,[],[],2021,February,28,-0.273,0,0,-0.86405827
547,137,28/2/2021 0:00,Bernama,Unregistered SMEs drop out of government aid - Industries Unite,0,[],[],2021,February,28,-0.273,0,1,0.999999997
548,138,28/2/2021 0:00,Bernama,Industries unite: Unregistered SMEs being left out of govt aid,0,[],[],2021,February,28,0,2,1,0.999982865
549,139,28/2/2021 0:00,Theedgemalaysia,Unregistered micro SMEs being left out of government aid - Industries Unite,0,[],[],2021,February,28,0,2,1,0.994841354
550,140,28/2/2021 0:00,Malaysia News Portal,Industries Unite: Unregistered SMEs being left out of govt aid | Money,0,[],[],2021,February,28,0,2,1,0.999979529
551,141,25/2/2021 0:00,The Malay Mail Online,Stats Dept urges businesses to pursue digitalisation even with rollout of vaccine programme,0,[],[],2021,February,25,0,2,1,0.999999969
552,142,25/2/2021 0:00,Theborneopost,Businesses urged to pursue digitalisation even with rollout of vaccination programme,0,[],[],2021,February,25,0,2,0,-0.999941074
553,143,24/2/2021 0:00,Theedgemalaysia,"Malaysia's Jan CPI records lowest deflation since March last year, falling by 0.2% y-o-y",0,[],"['lowest', -0.3818, 'falling', -0.1531]",2021,February,24,-0.494,0,1,0.999999749
554,144,17/2/2021 0:00,Bharian,Various phases of MCO affected worker productivity last year,0,[],[],2021,February,17,-0.153,0,1,1
555,145,17/2/2021 0:00,Selangor Journal,Labour productivity declines in fourth quarter 2020 during CMCO - DoSM,0,[],[],2021,February,17,0,2,0,-1
556,146,15/2/2021 0:00,Thesundaily,Malaysia's FDI decline not unusual under prevailing circumstances,0,[],[],2021,February,15,0,2,1,0.999847369
557,147,14/2/2021 0:00,Malaysians Must Know The Truth,Govt told to be 'honest' amid concerns economic damage downplayed,0,"[""'honest"", 0.5106]","['damage', -0.4939]",2021,February,14,-0.494,0,0,-0.999999957
558,148,14/2/2021 0:00,News Yahoo Malaysia,Govt told to be 'honest' amid concerns economic damage downplayed,0,"[""'honest"", 0.5106]","['damage', -0.4939]",2021,February,14,-0.494,0,0,-0.999999957
559,149,11/2/2021 0:00,The Malay Mail Online,"Malaysia's 2020 GDP shrunk 5.6pc, biggest fall since 1998 Asian Financial Crisis",0,[],"['Crisis', -0.6249]",2021,February,11,-0.625,0,0,-0.984233045
560,150,11/2/2021 0:00,News Yahoo Malaysia,"Malaysia's 2020 GDP shrunk 5.6pc, biggest fall since 1998 Asian Financial Crisis",0,[],"['Crisis', -0.6249]",2021,February,11,-0.625,0,0,-0.984233045
561,151,11/2/2021 0:00,News Yahoo Malaysia,Malaysian economy shrank 5.6 pct in 2020,0,[],[],2021,February,11,0,2,1,1
562,152,11/2/2021 0:00,Malaysians Must Know The Truth,Malaysian economy shrank 5.6 pct in 2020,0,[],[],2021,February,11,0,2,1,1
563,153,11/2/2021 0:00,The Malay Mail Online,"Malaysia's GDP in 2020 dropped 5.6pc, biggest fall since 1998 Asian Financial Crisis",0,[],"['Crisis', -0.6249]",2021,February,11,-0.625,0,0,-0.99995276
564,154,11/2/2021 0:00,Malaysia Now,"Malaysia's GDP in 2020 dropped 5.6pc, biggest fall since 1998 Asian Financial Crisis",0,[],"['Crisis', -0.6249]",2021,February,11,-0.625,0,0,-0.99995276
565,155,9/2/2021 0:00,Theedgemalaysia,Movement restrictions weigh on private consumption,0,[],[],2021,February,9,0,2,0,-0.994955672
566,156,9/2/2021 0:00,Freemalaysiatoday,More people are unemployed for longer periods,0,[],[],2021,February,9,0,2,0,-0.999527375
567,157,9/2/2021 0:00,Malaysia Dateline Amanah,Rising unemployment reveals the weakness of the PN government,0,[],[],2021,February,9,-0.691,0,0,-0.988586154
568,158,9/2/2021 0:00,Mykmu,More people are unemployed for longer periods,0,[],[],2021,February,9,0,2,0,-0.999527375
569,159,27/1/2021 0:00,Perak Insights,PKP2.0: The tourism industry and SMEs are most directly affected,0,[],[],2021,January,27,-0.221,0,1,1
570,160,27/1/2021 0:00,Dialog Rakyat,"Tourism, SMEs bear the burden of MCO 2.0",0,[],[],2021,January,27,-0.44,0,1,1
571,161,27/1/2021 0:00,Freemalaysiatoday,"Tourism, SMEs bear the burden of MCO 2.0",0,[],[],2021,January,27,-0.44,0,1,1
572,162,15/1/2021 0:00,Focus Malaysia,Bad loans in the housing sector - ticking time-bomb,0,[],"['Bad', -0.5423]",2021,January,15,-0.542,0,0,-0.999999043
573,163,14/1/2021 0:00,The Coverage Bureau,The Cost of MCO 2.0 : Malaysia Loses RM2.4 Billion A Day Throughout MCO - 40% of The Country SMEs Will Be Gone - The Coverage,0,[],"['Loses', -0.3182]",2021,January,14,-0.318,0,0,-0.999968827
574,164,12/1/2021 0:00,Cari,"Study, Many Companies Will Close If The MCO Is More Than Two Months",0,[],[],2021,January,12,0,2,1,0.999999795
575,165,12/1/2021 0:00,Malaysia Chronicle,"MUHYIDDIN PUSHES MALAYSIA INTO THE HELLFIRES OF ECONOMIC CHAOS & DEATH - ALREADY BUSINESSES WARN OF SLUGGISH GROWTH, JOB LOSSES IF MCO PROLONGED - YET MUHYIDDIN IMPOSES EMERGENCY RULE UNTIL AUGUST 1",0,"['GROWTH', 0.3818]","['CHAOS', -0.5719, 'DEATH', -0.5994, 'WARN', -0.1027, 'SLUGGISH', -0.4019, 'LOSSES', -0.4019, 'IMPOSES', -0.1027, 'EMERGENCY', -0.3818]",2021,January,12,-0.93,0,1,0.991578001
576,166,11/1/2021 0:00,Bharian,Many companies will close if the MCO is more than two months,0,[],[],2021,January,11,0,2,1,0.999999997
577,1,24/12/2021 0:00,Theborneopost,October's positive key indicators signals economic recovery,1,"['positive', 0.5574]",[],2021,December,24,0.557,1,1,1
578,2,24/12/2021 0:00,Selangor Journal,October's positive key indicators signals economic recovery,1,"['positive', 0.5574]",[],2021,December,24,0.557,1,1,1
579,3,23/12/2021 0:00,Mymetro,APPROVAL SEVEN TO 14 DAYS,1,[],[],2021,December,23,0.59,1,1,1
580,4,22/12/2021 0:00,Freemalaysiatoday,"Unemployment is low, but the pressures of life drive a skills mismatch",1,[],[],2021,December,22,-0.665,0,0,-0.99999979
581,5,15/12/2021 0:00,Selangor Journal,Power sector boosted by better demand for electricity,1,"['boosted', 0.3612, 'better', 0.4404]","['demand', -0.128]",2021,December,15,0.599,1,1,0.999999953
582,6,15/12/2021 0:00,Bernama,Power sector boosted by better demand for electricity,1,"['boosted', 0.3612, 'better', 0.4404]","['demand', -0.128]",2021,December,15,0.599,1,1,0.999999953
583,7,12/12/2021 0:00,Theborneopost,E-commerce continues to flourish in 2021,1,[],[],2021,December,12,0,2,1,0.999999999
584,8,10/12/2021 0:00,Money Compass,E-commerce continues to flourish in 2021,1,[],[],2021,December,10,0,2,1,0.999999999
585,9,9/12/2021 0:00,Bernama,E-commerce continues to flourish in 2021,1,[],[],2021,December,9,0,2,1,0.999999999
586,10,6/12/2021 0:00,Bernama,An influx of aid for SMEs to continue their survival as they move into the Endemic Phase,1,[],[],2021,December,6,0,2,1,1
587,11,6/12/2021 0:00,Bernama,Abundance of aid for SMEs to remain resilient as Malaysia moves towards Endemic Phase,1,[],[],2021,December,6,0,2,1,1
588,12,3/12/2021 0:00,Theedgemalaysia,"Malaysia achieved good performance for Sustainable Development Goals in 2020 despite Covid-19, says Mustapa",1,"['good', 0.4404]",[],2021,December,3,0.44,1,1,1
589,13,3/12/2021 0:00,i3investor,"Sustainable development goals: Despite Covid-19, Malaysia achieved good performance in 2020, says Tok Pa",1,"['good', 0.4404]",[],2021,December,3,0.44,1,1,0.999999753
590,14,3/12/2021 0:00,The Malay Mail Online,"Sustainable development goals: Despite Covid-19, Malaysia achieved good performance in 2020, says Tok Pa",1,"['good', 0.4404]",[],2021,December,3,0.44,1,1,0.999999753
591,15,3/12/2021 0:00,Bernama,Malaysia achieves good performance for SDGs in 2020 despite COVID-19 -- Mustapa,1,"['good', 0.4404]",[],2021,December,3,0.44,1,1,0.999999806
592,16,3/12/2021 0:00,Thesundaily,M'sia achieves good performance for SDGs in 2020 despite Covid-19,1,"['good', 0.4404]",[],2021,December,3,0.44,1,1,0.999999997
593,17,3/12/2021 0:00,i3investor,Positive growth for ICT industry despite Covid-19 (Bername),1,"['Positive', 0.5574, 'growth', 0.3818]",[],2021,December,3,0.735,1,1,0.999925613
594,18,2/12/2021 0:00,Astro Awani,DOSM launches initiative as reference on current economic situation,1,[],[],2021,December,2,0,2,1,1
595,19,2/12/2021 0:00,Bernama,DoSM launches initiative as reference on current economic situation,1,[],[],2021,December,2,0,2,1,1
596,20,2/12/2021 0:00,Selangor Journal,DOSM launches initiative as reference on current economic situation,1,[],[],2021,December,2,0,2,1,1
597,21,2/12/2021 0:00,Theedgemalaysia,DOSM launches initiative as reference for current economic situation,1,[],[],2021,December,2,0,2,1,1
598,22,29/11/2021 0:00,Freemalaysiatoday,"RM33 million to stimulate the retail industry is the right step, experts say",1,[],[],2021,November,29,0.226,1,1,0.38628465
599,23,27/11/2021 0:00,Thesundaily,Tengku Zafrul defends budget 2022; it's for 'Malaysian Family',1,[],[],2021,November,27,0,2,0,-0.999999833
600,24,26/11/2021 0:00,Astro Awani,Malaysia's main economic indicators show encouraging recovery momentum,1,[],[],2021,November,26,0.527,1,1,1
601,25,26/11/2021 0:00,Astro Awani,Key indicators show promising recovery momentum in Q4 and into 2022 - DOSM,1,"['promising', 0.4019]",[],2021,November,26,0.402,1,1,1
602,26,26/11/2021 0:00,Bernama,Malaysia's main economic indicators show encouraging recovery momentum,1,[],[],2021,November,26,0.527,1,1,1
603,27,26/11/2021 0:00,Theborneopost,"Key indicators show promising recovery momentum in coming months, says Stats Dept",1,"['promising', 0.4019]",[],2021,November,26,0.402,1,1,1
604,28,26/11/2021 0:00,Selangor Journal,Key indicators show promising recovery momentum in fourth quarter of 2021 into 2022,1,"['promising', 0.4019]",[],2021,November,26,0.402,1,1,0.999999996
605,29,26/11/2021 0:00,Bernama,Key indicators show promising recovery momentum in Q4 and into 2022 - DoSM,1,"['promising', 0.4019]",[],2021,November,26,0.402,1,1,1
606,30,26/11/2021 0:00,The Malay Mail Online,Stats Dept foresees healthier economic growth for Malaysia in coming months,1,"['growth', 0.3818]",[],2021,November,26,0.382,1,1,1
607,31,26/11/2021 0:00,News Yahoo Malaysia,Malaysia's Statistics Dept foresees healthier economic in coming months,1,[],[],2021,November,26,0,2,1,0.999999768
608,32,24/11/2021 0:00,Harakahdaily,"Labuan, Kelantan, Kedah lead the magnitude of economic growth",1,[],[],2021,November,24,0.382,1,1,0.999999794
609,33,19/11/2021 0:00,Theedgemalaysia,"Stethoscope: Making the care economy equitable, sustainable and visible",1,"['care', 0.4939]",[],2021,November,19,0.494,1,1,1
610,34,18/11/2021 0:00,The Malaysian Reserve,Time to formalise gig economy workers to avoid labour exploitation,1,[],"['avoid', -0.296]",2021,November,18,-0.296,0,0,-0.999897046
611,35,16/11/2021 0:00,Astro Awani,The country's cumulative investment in fixed assets increased 2.7 percent to RM5.17 trillion in 2020 - Statistics,1,[],[],2021,November,16,0.421,1,1,0.999998804
612,36,16/11/2021 0:00,Sinarharian,The country's cumulative investment in fixed assets increased by RM5.17 trillion,1,[],[],2021,November,16,0.421,1,1,0.999999836
613,37,16/11/2021 0:00,Bernama,The country's cumulative investment in fixed assets increased 2.7 percent to RM5.17 trillion in 2020 -- Statistics,1,[],[],2021,November,16,0.421,1,1,0.999998804
614,38,16/11/2021 0:00,The Malay Mail Online,Stats Dept: Accumulated fixed asset investment up 2.7pc to RM5. 17t In 2020,1,"['asset', 0.3612]",[],2021,November,16,0.361,1,1,1
615,39,16/11/2021 0:00,Selangor Journal,Accumulated fixed asset investment up 2.7 pct to RM5.17 trn in 2020 - DOSM,1,"['asset', 0.3612]",[],2021,November,16,0.361,1,1,1
616,40,16/11/2021 0:00,Bernama,Accumulated fixed asset investment up 2.7 pct to RM5.17 TRN in 2020 -- DoSM,1,"['asset', 0.3612]",[],2021,November,16,0.361,1,1,1
617,41,12/11/2021 0:00,Thesundaily,Cukai Makmur: impacts on the banks will be manageable,1,[],[],2021,November,12,0,2,1,1
618,42,12/11/2021 0:00,i3investor,"Banks' profitability won't be hampered by one-off windfall tax, says Bank Negara governor",1,"['profitability', 0.2732]",[],2021,November,12,0.273,1,1,0.999999739
619,43,12/11/2021 0:00,Dailyexpress,"Financial aid, moratorium granted to 187,690 affected entrepreneurs: Noh",1,"['granted', 0.25]","['affected', -0.1531]",2021,November,12,0.103,1,0,-0.998494123
620,44,12/11/2021 0:00,Malaysia Now,"Banks' profitability won't be hampered by one-off windfall tax, says Bank Negara governor",1,"['profitability', 0.2732]",[],2021,November,12,0.273,1,1,0.999999739
621,45,12/11/2021 0:00,Bernama,"Cukai Makmur: Impacts on the banks will be manageable, says governor",1,[],[],2021,November,12,0,2,1,1
622,46,12/11/2021 0:00,The Malay Mail Online,"Banks' profitability won't be hampered by one-off windfall tax, says Bank Negara governor",1,"['profitability', 0.2732]",[],2021,November,12,0.273,1,1,0.999999739
623,47,12/11/2021 0:00,Theborneopost,Cukai Makmur: Impacts on the banks will be manageable - BNM Governor,1,[],[],2021,November,12,0,2,1,1
624,48,11/11/2021 0:00,Thesundaily,"Financial aid, moratorium granted to 187,690 affected entrepreneurs - Noh",1,"['granted', 0.25]","['affected', -0.1531]",2021,November,11,0.103,1,0,-0.998494123
625,49,3/11/2021 0:00,i3investor,Experts: Budget is good start but implementation may be an issue,1,"['good', 0.4404]",[],2021,November,3,0.238,1,0,-1
626,50,3/11/2021 0:00,Dailyexpress,Plastics sector supports economic growth: MPMA,1,"['supports', 0.3612, 'growth', 0.3818]",[],2021,November,3,0.625,1,1,1
627,51,3/11/2021 0:00,Astro Awani,Experts: Budget is good start but implementation may be an issue,1,"['good', 0.4404]",[],2021,November,3,0.238,1,0,-1
628,52,3/11/2021 0:00,The Star,Experts: Budget is good start but implementation may be an issue,1,"['good', 0.4404]",[],2021,November,3,0.238,1,0,-1
629,53,3/11/2021 0:00,Sinarharian,Budget 2022: Make sure the aid of the target group does not drop out - Expert,1,[],[],2021,November,3,0.479,1,0,-1
630,54,3/11/2021 0:00,Selangor Journal,Experts: Budget is good start but implementation may be an issue,1,"['good', 0.4404]",[],2021,November,3,0.238,1,0,-1
631,55,3/11/2021 0:00,Harakahdaily,Budget is good start but implementation may be an issue,1,"['good', 0.4404]",[],2021,November,3,0.238,1,0,-0.999999737
632,56,2/11/2021 0:00,Theedgemalaysia,"Plastics sector supports Malaysia's economic growth, says MPMA",1,"['supports', 0.3612, 'growth', 0.3818]",[],2021,November,2,0.625,1,1,0.999999991
633,57,2/11/2021 0:00,Bernama,The plastic industry supports Malaysia's economic growth - MPMA,1,[],[],2021,November,2,0.625,1,1,1
634,58,31/10/2021 0:00,Dailyexpress,Self-employed deserve better social protection,1,"['better', 0.4404]",[],2021,October,31,0.44,1,1,0.994814236
635,59,23/10/2021 0:00,i3investor,Continue caring for the rakyat's well-being during the new normal By Amanda Yeo,1,"['caring', 0.4939]",[],2021,October,23,0.494,1,1,1
636,60,23/10/2021 0:00,Focus Malaysia,Continue caring for the rakyat's well-being during the new normal,1,"['caring', 0.4939]",[],2021,October,23,0.494,1,1,1
637,61,21/10/2021 0:00,Dailyexpress,Statistics ensure food remains on every Malaysian's table: Mustapa,1,"['ensure', 0.3818]",[],2021,October,21,0.382,1,1,0.999999503
638,62,20/10/2021 0:00,Malaysians Must Know The Truth,Statistics help ensure food remains on every table - Mustapa,1,"['help', 0.4019, 'ensure', 0.3818]",[],2021,October,20,0.649,1,1,0.999893638
639,63,20/10/2021 0:00,i3investor,Tok Pa: Statistical data helps Putrajaya ensure that no Malaysian goes hungry,1,"['helps', 0.3818, 'ensure', 0.3818]","['no', -0.296]",2021,October,20,0.459,1,0,-0.904917053
640,64,20/10/2021 0:00,Astro Awani,Statistics help ensure that food remains on every Malaysians table - Mustapa,1,"['help', 0.4019, 'ensure', 0.3818]",[],2021,October,20,0.649,1,1,0.999999996
